音标,word,meaning,pos,例句,词组
,whole area,整个领域,n.,"The whole area was affected by the natural disaster.
整个地区都受到了自然灾害的影响。",be affected by 受到……的影响
,whole period,整个时期,n.,"Her whole period at the company lasted only three years.
她在公司的整个时期只有三年。","at the company 在公司
last three years 持续三年"
,whole range (of),整个范围,n.,"The new restaurant serves a whole range of international cuisines, from Italian to Indian.
新餐厅提供一系列国际美食，从意大利菜到印度菜。","serve a whole range of 提供各种各样的
from... to... 从……到……"
,well received,受到好评的,adj.,"The new product was well received by the audience at the exhibition.
新产品在展会上受到观众的好评。","be well received 受到好评
at the exhibition 在展会上"
,wide area,广阔区域,n.,"The new 5G network covers the entire state, providing a wide area signal.
新的5G网络覆盖了整个州，提供广域信号。","cover the entire state 覆盖整个州
provide a wide area signal 提供宽区域信号"
,wide array (of),大量,n.,"The new restaurant offers a wide array of international cuisines.
这家新餐厅提供各种各样的国际美食。",offer a wide array of 提供大量的
,wide range (of),广泛范围,n.,"The company offers a wide range of products to cater to diverse customer needs.
公司提供各种产品以满足客户的各种需求。","a wide range of 各种各样的
cater to 迎合
customer needs 客户需求"
,wide variation,巨大差异,n.,"The company's product line features a wide variation in terms of design, functionality, and price.
该公司的产品线在设计、功能和价格方面有很大差异。","feature a wide variation 以广泛的差异为特色
in terms of 在...方面"
,widely accepted,被广泛接受的,adj.,"The theory of evolution is widely accepted by the scientific community.
进化论被科学界广泛接受。","be widely accepted by 被……广泛接受
the scientific community 科学界"
,widely adopted,被广泛采用的,adj.,"Mobile payments have been widely adopted in many countries.
手机支付已在许多国家被广泛采用。","be widely adopted 被广泛采用
in many countries 在许多国家"
,widely available,广泛可得的,adj.,"Most smartphone models are widely available in many countries.
大多数智能手机型号在许多国家都更容易买到。",be widely available in 在……广泛有售
,widely believed,被广泛相信的,adj.,"Many people widely believe that meditation is beneficial for their mental health.  
许多人普遍认为冥想对心理健康有益。","believe that 相信
be beneficial for 对……有益
for mental health 为了心理健康"
,widely discussed,被广泛讨论的,adj.,"The movie's ending sparked a heated debate, widely discussed among fans and critics.
电影的结尾引发了热烈的辩论，粉丝和影评人众说纷纭。","spark a debate 引发辩论
discuss among 在……中讨论"
,widely different,大不相同的,adj.,"The cultural and traditional practices in the Western world are widely different from those in other parts of the globe.
西方世界的文化和传统实践与全球其他地区的实践有着很大的不同。",be different from 与……不同
,widely dispersed,广泛分散的,adj.,"The pollutants in the river were widely dispersed throughout the estuary due to the recent storm.
由于最近的暴风雨，河中的污染物被广泛分散到整个河口区域。","be widely dispersed 被广泛分散
throughout the estuary 遍及整个河口
due to the recent storm 由于最近的暴风雨"
,widely distributed,广泛分布的,adj.,"The company's products are widely distributed in over 100 countries.
该公司的产品在超过100个国家广泛分布。","be widely distributed 广泛分布的
in over 100 countries 在超过100个国家"
,widely known,广为人知的,adj.,"She is widely known as one of the best actresses in Hollywood.
她被公认为好莱坞最优秀的女演员之一。","be widely known as 被广泛认为是
one of the best 最好的之一
in Hollywood 在好莱坞"
,widely read,被广泛阅读的,adj.,"The bestselling novel is widely read in many countries.
畅销小说在许多国家广为阅读。","be widely read 被广泛阅读
in many countries 在许多国家"
,widely regarded (as),被广泛视为,adj.,"She was widely regarded as one of the greatest scientists of her time.
她被公认为她那个时代最伟大的科学家之一。",be regarded as 被看作，被认为是
,widely shared,被广泛共享的,adj.,"The new documentary has generated a lot of interest, and its themes are widely shared by the public.
这个新纪录片引起了大量兴趣，其主题被公众广泛分享。","generate a lot of interest 引起大量兴趣
be widely shared by the public 被公众广泛分享"
,widely used,被广泛使用的,adj.,"Most smartphones are widely used nowadays.
手机现在非常普及。",be widely used 被广泛使用
,wider audience,更广泛的受众,n.,"The new policy aims to provide more information, reaching a wider audience.
新政策旨在提供更多信息，以触达更广泛的受众。","aim to 旨在
provide information 提供信息
reach a wider audience 接触到更广泛的受众"
,wider community,更广泛的社区,n.,"The organization's efforts will benefit a wider community and create more positive social impacts.
该组织的努力将惠及更广泛的社区，并创造更积极的社会影响。","benefit a wider community 使更广泛的社区受益
create more positive social impacts 创造更积极的社会影响"
,wider context,更广泛的背景,n.,"The new policies will have a significant impact on the economy, and need to be viewed within the wider context of the industry's long-term growth.
新政策将对经济产生重大影响，需要在行业长期增长的更广泛背景下予以考虑。","have a significant impact on 对……有显著影响
within the context of 在……的背景下
long-term growth 长期增长"
,western democracy,西方民主,n.,"Western democracies have faced significant challenges in recent years.
西方民主国家近年来面临着重大挑战。","face challenges 面临挑战
in recent years 近年来"
,widely recognized,被广泛认可的,adj.,"The Olympic Games are widely recognized as one of the largest and most prestigious sporting events in the world.
奥运会是世界上最庞大、最具声望的体育赛事之一。","be widely recognized as 被广泛认为是
one of the largest and most prestigious 最大和最有声望的之一
in the world 在世界上"
,wider implications,更广泛的影响,n.,"The discovery has many wider implications for understanding the behavior of subatomic particles.
这一发现对于理解亚原子粒子的行为具有更广泛的影响。","have implications for 对……有影响
understand the behavior 理解行为"
,wider public,更广泛的公众,n.,"This information was given to the wider public.
该信息已向广大公众公布。","give to 给予，提供给
be given to 被给予，被提供给
the wider public 广大公众"
,wider issue,更广泛的问题,n.,"The country needs to address the wider issue of poverty to achieve sustainable economic growth.
国家需要解决更广泛的贫困问题以实现可持续经济增长。","address the issue 解决问题
achieve sustainable economic growth 实现可持续经济增长"
,wider society,更广泛的社会,n.,"The benefits of the research are not limited to the scientific community, but also have a positive impact on the wider society.
研究的益处不仅限于科学界，也对更广泛的社会有积极影响。","be limited to 仅限于
have a positive impact on 对……有积极影响"
,widespread acceptance,广泛接受,n.,"The new technology has gained widespread acceptance among the general public.
新技术已在公众中获得广泛接受。","gain widespread acceptance among 获得……的广泛接受
the general public 公众，大众"
,widespread use,广泛使用,n.,"The widespread use of smartphones has revolutionized the way people communicate.
智能手机的普遍使用已经彻底改变了人们的通信方式。","revolutionize the way 彻底改变方式
widespread use 普遍使用"
,widespread support,广泛支持,n.,"The government's new environmental policy has received widespread support from local residents.
该国政府的新环境政策获得了当地居民的普遍支持。",receive support from 从……获得支持
,written comment,书面评论,n.,"She provided a written comment to the teacher about her concerns.
她就自己的担忧向老师提交了书面意见。",provide a written comment 提供书面评论
,written communication,书面交流,n.,"Face-to-face communication and written communication have their own advantages and disadvantages.
面对面交流和书面交流都有各自的优缺点。","have advantages and disadvantages 有优缺点
face-to-face communication 面对面沟通
written communication 书面沟通"
,written statement,书面声明,n.,"The detective asked the witnesses to provide a written statement regarding the incident.
侦探要求目击者提供关于此次事件的书面陈述。","ask to provide 要求提供
provide a written statement 提供书面陈述
regarding the incident 关于该事件"
,younger generation,年轻一代,n.,"Younger generations are often seen as being more open-minded and accepting of new ideas.
年轻一代往往被视为思想更开放、更易于接受新观念。","be seen as 被视为
be open-minded 思想开明
be accepting of 接受"
,widespread belief,普遍信念,n.,"The widespread belief is that exercise is essential for a healthy life.
人们普遍认为运动是健康生活的必要条件。","widespread belief 普遍的看法
be that 引出观点内容
be essential for 对……是必要的
healthy life 健康的生活"
,work effectively,有效工作,v.,"Effective teams can work effectively under pressure by communicating clearly and staying organized.
有效的团队能够通过清晰的沟通和保持组织性，在压力下有效地工作。","work effectively 有效地工作
under pressure 在压力下
communicate clearly 清晰地交流
stay organized 保持组织有序"
,marriage,婚姻,n.,"They were married for over 20 years.
他们已经结婚超过20年了。","be married 结婚
for over 20 years 超过20年"
,love,爱,n.,"She devoted her life to spreading love and kindness around the world.
她毕生致力于在世界各地传播爱与善意。","devote one's life to 献身于
spread love and kindness 传播爱与善行
around the world 在世界各地"
,grief,悲伤,n.,"She had been experiencing intense grief since the sudden loss of her mother.
自从母亲突然离世后，她一直深陷于悲痛之中。","experience intense grief 经历强烈的悲痛
sudden loss of her mother 突然失去母亲"
,uncle,叔叔,n.,"My uncle is a retired teacher.
我的舅舅是一名退休教师。",be a retired teacher 是退休教师
,son,儿子,n.,"My son is going to the park with friends.
儿子要和朋友去公园。","go to 去
with 和……一起"
,wife,妻子,n.,"My wife is a great cook.
我的妻子是个很棒的厨师。",be a great cook 是个优秀的厨师
,baby,婴儿,n.,"She held a tiny baby in her arms.
她抱着一个幼小的婴儿。",hold in one's arms 抱着
,birthday,生日,n.,"She forgot to send her friend a gift on her birthday.
她在朋友的生日那天忘了给朋友送礼物。","forget to do sth. 忘记做某事
send sb. sth. 送某人某物
on sb.'s birthday 在某人的生日"
,brother,兄弟,n.,"My younger brother loves playing football.
我弟弟喜欢踢足球。",love playing 喜欢玩/踢
,couple,夫妻,n.,"The couple had been together for 10 years before getting married.
这对伴侣在结婚前已在一起10年。","be together 在一起
for + 时间段 持续一段时间
before doing sth 在做某事之前
get married 结婚"
,daughter,女儿,n.,"She is a proud mother of a lovely daughter.
她是一个为可爱女儿感到骄傲的母亲。",be a mother of 是……的母亲
,family,家庭,n.,"My family is coming over for dinner tonight.
我的家人今晚过来吃晚饭。","come over 来访
for dinner 为了晚餐"
,father,父亲,n.,"My father taught me how to ride a bike.
我的父亲教我如何骑自行车。","teach how to 教如何做某事
ride a bike 骑自行车"
,husband,丈夫,n.,"My husband is going to the store.
我的丈夫要去商店。",go to the store 去商店
,infant,婴儿,n.,"The baby is now an infant and needs constant care.
婴儿现在已经是幼儿，并且需要持续的照顾。",need constant care 需要经常照顾
,marry,结婚,v.,"She decided to marry her high school sweetheart.
她决定与高中时的男友结婚。","decide to marry 决定结婚
high school sweetheart 高中恋人"
,mother,母亲,n.,"My mother always encourages me to pursue my dreams.
母亲总是鼓励我追求梦想。","encourage sb to do sth 鼓励某人做某事
pursue one's dreams 追求梦想"
,our,我们的,adj.,"We can't go there by our own.
我们不能独自去那里。","go there 去那里
by our own 靠我们自己"
,parent,父母,n.,"My parents always encourage me to pursue my dreams.
父母总是鼓励我追求梦想。","encourage to do sth. 鼓励某人做某事
pursue one's dreams 追求梦想"
,wish,希望,v.,"She whispered a wish when she blew out the candles on her birthday cake.
她在吹灭生日蛋糕蜡烛时轻声许下了一个心愿。","whisper a wish 轻声许愿
blow out candles 吹灭蜡烛"
/ˈsoʊldʒər/,soldier,士兵,n.,"Soldiers were trained to handle various situations in combat.
士兵们接受训练，以应对战斗中的各种情况。","be trained to 被训练做某事
handle situations 处理情况
in combat 在战斗中"
,foster,培养,v.,"She chose to foster a local stray cat instead of buying one from a pet store.
她决定收养一只当地流浪猫，而不是从宠物店购买。","choose to foster 选择收养
instead of buying 而不是购买
buy from 从……购买"
,rice,水稻,n.,"She ate a bowl of steaming hot rice for dinner.
她晚饭吃了一碗热腾腾的米饭。","eat a bowl of 吃一碗
for dinner 作为晚餐"
,base,基础,n.,"The new restaurant is located on a solid base with a strong foundation.
新餐厅位于一个坚实的基础上，地基牢固。","be located on 位于……上
strong foundation 坚实的基础"
,board,木板,n.,"The board meeting will be held next week.
董事会会议下周召开。",hold a board meeting 召开董事会会议
,command,命令,n.,"The soldier had to follow the commander's command to move to the new position.
士兵必须服从指挥官的命令，移动到新的位置。","have to 不得不
follow a command 服从命令
move to 移动到"
,conception,概念,n.,"The couple's idea for a business was born out of their initial conception.
这对夫妇的商业创意源于他们最初的构思。","be born out of 源于
idea for ……的想法"
,defence,防御,n.,"She played a crucial role in the team's defence during the crucial match.
她在关键比赛中为球队的防守起到了关键作用。",play a crucial role in 在……中扮演关键角色
,defend,防御,v.,"The army will defend the city in case of an attack.
陆军将在攻击发生时防御城市。","defend the city 防御城市
in case of an attack 在攻击发生时"
,defense,防御,n.,"The country has increased its defense spending to improve its military capabilities.
国家增加了防御支出以提高其军事能力。","increase defense spending 增加国防开支
improve military capabilities 提高军事能力"
,earth,地球,n.,"The earth is a beautiful planet that we live on.
我们生活的地球是一个美丽的行星。",live on 生活在……上
,farm,农场,n.,"The farmer worked tirelessly from dawn till dusk to maintain his farm.
农民从早到晚不知疲倦地工作，维护他的农场。","work tirelessly 努力工作
from dawn till dusk 从早到晚
maintain the farm 维护农场"
,garden,花园,n.,"They started a garden in their backyard last spring.
他们去年春天在后院开始打理花园。","start a garden 开始种植花园
in the backyard 在后院"
,gate,大门,n.,"The garden is surrounded by a high gate.
花园被一道高大的门环绕。",be surrounded by 被……环绕
,grow,生长,v.,"Her garden needs to grow slowly so the plants don't get damaged.
她花园里的植物需要慢慢生长，以免受损。","need to 需要
get damaged 受损"
,hide,隐藏,v.,"She decided to hide in the closet to avoid her brother's pranks.
她决定藏在衣柜里，以躲避兄弟的恶作剧。","decide to 决定做某事
hide in 躲藏在……里
in the closet 在衣柜里"
,home,家,n.,"My home is very comfortable.
我的家非常舒适。",be comfortable 舒适
,honey,蜂蜜,n.,"The bees have been collecting nectar to make honey all day.
蜜蜂们整整一天都在收集花蜜制蜜。","collect nectar 收集花露
make honey 制作蜂蜜
all day 一整天"
,hospital,医院,n.,"The hospital has an excellent emergency department.
医院有一个优秀的急诊科。",emergency department 急诊科
,house,房子,n.,"The family just moved into their new house.
这家人刚刚搬进新房子了。",move into 搬进
,independence,独立,n.,"The country gained its independence after decades of struggle.
该国在几十年的斗争后获得了独立。","gain its independence 获得独立
after decades of 经过几十年的"
,kitchen,厨房,n.,"She spent the whole morning in the kitchen cooking breakfast.
她整个上午都在厨房里做早餐。","spend the morning 花费上午时间
in the kitchen 在厨房
cook breakfast 做早餐"
,master,主人,n.,"The master chef designed a new menu for the restaurant.
主厨为餐厅设计了一个新的菜单。","design a new menu 设计新菜单
for the restaurant 为餐厅"
,mine,我的,pron.,"There's a lot to mine from that experience.
从那次经验中可以挖掘到很多东西。","mine from 从……中获取
from experience 从经历中"
,native,本地的,adj.,"The indigenous people of this island have lived there for thousands of years.
这个岛屿的土著居民已经在那里生活了数千年。",live for thousands of years 生活数千年
,own,自己的,adj.,"She owns a beautiful house by the beach.
她拥有一座海滩旁的漂亮房子。","own a beautiful house 拥有美丽的房子
by the beach 在海滩旁"
,plant,植物,n.,"The seeds will begin to sprout after they are planted.
种子会在被种植后开始发芽。","begin to sprout 开始生长
be planted 被种植"
,restore,恢复,v.,"The ancient garden needs to be restored to its former beauty.
古老的花园需要恢复到往日的美丽。","need to 需要
be restored to 被恢复到"
,room,房间,n.,"She went into the room to take a nap.
她进入房间去睡一会儿。","go into 进入
take a nap 睡午觉"
,root,根,n.,"The root of the tree is very hard.
树根非常硬。","root of the tree 树根
be very hard 非常硬"
/rəʊz/,rose,玫瑰,n.,"The rose bloomed beautifully in the garden.
玫瑰花在花园里开得十分美丽。",in the garden 在花园里
,seed,种子,n.,"The farmer carefully planted the seed in the fertile soil.
农民小心地把种子种在肥沃的土壤里。","plant the seed 种下种子
in the soil 在土壤中"
,site,地点,n.,"The new housing development is now being built on a large site.
新住房开发项目正在一个大场地上建设中。","be built on 在……上建设
on a large site 在一片大地块上"
,studio,工作室,n.,"The artist rents a small studio to paint.
画家租了一间小工作室来绘画。",rent a studio 租用工作室
"英/ˈθɪətə(r)/
美/ˈθiːətər/",theater,剧院,n.,"The actors took their final bows on the theater stage.
演员们在剧院舞台上进行了最后的谢幕鞠躬。","take a bow 鞠躬谢幕
on the stage 在舞台上"
,yard,院子,n.,"My grandmother likes to garden in her yard.
我的祖母喜欢在自己的院子里种花。","like to garden 喜欢种花
in the yard 在院子里"
,address,地址；演讲,n.,"She wrote her full address on the envelope.
她在信封上写下了完整的地址。",write full address on 在……上写完整地址
,apartment,公寓,n.,"She rented a small apartment near the university.
她在大学附近租了一间小公寓。","rent an apartment 租公寓
near the university 大学附近"
,appearance,外观；出现,n.,"She changed her appearance for the role by dyeing her hair.
她为了角色通过染发改变了外表。","change appearance 改变形象
for the role 为了角色
dye hair 染发"
,basically,基本上,adv.,"She's essentially a writer at heart.
她骨子里就是个作家。",at heart 在本质上，在内心深处
,calendar,日历,n.,"The company uses a digital calendar to coordinate meetings and appointments.
公司使用数字日历来协调会议和预约。","use a digital calendar 使用数字日历
coordinate meetings and appointments 协调会议和约会"
,campaign,运动；战役,n.,"The company launched a large-scale advertising campaign to promote their new product.
该公司发起了一场大规模的广告活动，以推广其新产品。","launch a large-scale advertising campaign 开展一场大规模的广告活动
promote a new product 推广新产品"
,clothes,衣服,n.,"She chose some new clothes for the party.
她为派对挑选了一些新衣服。",choose sth. for... 选择……用于……
,column,专栏；柱子,n.,"The shopping mall has several columns supporting the weight of the building.
商场内有若干柱子支撑着建筑的重量。","support the weight of 支撑……的重量
the weight of ……的重量"
,completely,完全地,adv.,"They have completely renovated the old mansion.
他们彻底翻新了老宅。",completely renovate 完全改建
,condemn,谴责,v.,"The government decided to condemn the human rights abuses in the country.
政府决定谴责该国的人权侵犯行为。","decide to condemn 决定谴责
human rights abuses 人权滥用"
/ˈkɒnʃəns/,conscience,良心,n.,"Her conscience prevented her from telling the lie.
她的良心阻止了她，没有说出那个谎言。","prevent from doing sth. 阻止做某事
tell a lie 说谎"
/ˌkɒnʃiˈenʃəs/,conscientious,认真的；尽责的,adj.,"She was a conscientious student who always completed her homework on time.
她是个很负责任的学生，总是能按时完成作业。","complete homework on time 按时完成作业
on time 准时"
/ˈkrɪtɪsɪzəm/,criticism,批评,n.,"The actor received harsh criticism for his performance in the new movie.
演员因在新电影中的表演而受到了严厉的批评。",receive harsh criticism for 因……受到严厉批评
,definition,定义,n.,"The dictionary provides a definition for every word in the language.
词典提供了语言中的每一个词的定义。",provide a definition for 为……提供定义
,department,部门；系,n.,"The marketing department is responsible for creating advertisements for the company.
营销部门负责为公司制作广告。","be responsible for 负责
create advertisements 创作广告
for the company 为公司"
,describe,描述,v.,"She tried to describe the colors she saw in her vivid dream.
她试图用语言描述在她生动的梦境中看到的色彩。","try to do sth. 尝试做某事
in a dream 在梦中"
,definitely,肯定地,adv.,"I'm definitely coming to the party tonight.
我今晚一定会参加晚会。",come to 来到
,difficult,困难的,adj.,"This math problem is quite difficult to solve.
这个数学问题相当难解决。",be difficult to solve 难以解决
,disappointed,失望的,adj.,"I was disappointed when my favorite team lost the championship game.
当我的最爱球队输掉冠军赛时，我很失望。","be disappointed 感到失望
lose the championship game 输掉冠军赛"
/ˈiːzəli/,easily,容易地,adv.,"The book is written in a simple style that makes it easy to understand, so you can read it easily.
本书写作风格简洁，易于理解，因此读起来很轻松。","be written in a simple style 以简单的风格书写
make it easy to understand 使理解变得容易"
,either,两者之一,adj.,"You can either eat the sandwich or have a salad.
你可以吃那个三明治或者吃份沙拉。","either...or... 要么……要么……
have sth. 吃某物"
,enemy,敌人,n.,"The enemy is approaching quickly.
敌人正在迅速接近。",approach quickly 迅速接近
,encouragement,鼓励,n.,"She always gives me encouragement when I feel down.
每当我感到沮丧时，她总是给我鼓励。","give sb. encouragement 给予某人鼓励
feel down 感到沮丧"
,especially,特别地,adv.,"The kids especially enjoyed playing in the sand at the beach.
孩子们特别喜欢在沙滩上玩沙。","enjoy playing 喜欢玩
play in the sand 玩沙子
at the beach 在海滩上"
/ɪɡˈzɪstəns/,existence,存在,n.,"Every moment of our existence is full of opportunities.
我们存在的每一刻都充满机会。",be full of 充满
,familiar,熟悉的,adj.,"The smell of freshly baked cookies is familiar to me from my childhood.
从童年起，我就熟悉刚烤好的饼干的气味。",be familiar to 对……熟悉
,February,二月,n.,"The cold weather continues throughout February every year.
寒冷的天气每年都持续整个二月。","continue throughout 持续贯穿
every year 每年"
,finally,最终,adv.,"I've been waiting for this moment for years, and it's finally here.
多年来我一直在等待这一刻，它终于来了。",wait for 等待
,foreign,外国的,adj.,"The new restaurant serves both domestic and foreign cuisine.
新餐厅供应国内和国外菜肴。",serve both domestic and foreign cuisine 供应国内和外国菜
,formerly,以前,adv.,"She used to live in New York.
她曾经住在纽约。","used to 曾经
live in 住在"
,fourth,第四,adj.,"The fourth floor is located above the third floor.  
第四层位于第三层之上。",be located 位于
,general,一般的,adj.,"The general led the troops into battle.
将军率领部队进入战场。",lead the troops into battle 率领部队进入战斗
,grammar,语法,n.,"The teacher explained the importance of grammar to the students.
老师向学生们解释了语法的重要性。","explain to 向……解释
importance of 的重要性
explain the importance of 解释……的重要性"
,happily,快乐地,adv.,"She lived happily ever after with her long-time partner.
她与长期伴侣从此幸福地生活在一起。","live happily ever after 从此过上幸福的生活
with a long-time partner 和长期的伴侣"
,height,高度,n.,"The skyscraper's height was over 1,000 feet.
摩天大楼的高度超过1000英尺。",be over 超过
,heroes,英雄们,n.,"Heroes like firefighters and police officers risk their lives to save people.
像消防员和警察这样的英雄，为了救人而冒着生命危险。",risk one's life 冒着生命危险
/ˈhɪpəkrɪt/,hypocrite,伪君子,n.,"The politician was a hypocrite who preached about honesty but lied to the public.
这个政客是个伪君子，宣扬诚实却对公众撒谎。","be a hypocrite 是伪君子
preach about honesty 宣扬诚实
lie to the public 对公众撒谎"
,humorous,幽默的,adj.,"The comedian's humorous jokes kept the audience laughing throughout the night.
喜剧演员的幽默笑话让观众整晚都笑个不停。","keep the audience laughing 让观众笑个不停
throughout the night 整晚"
/aɪˈdɪəli/,ideally,理想地,adv.,"Ideally, the weather will be clear tomorrow so we can go hiking.
理想情况下，明天天气会晴朗，这样我们就可以去徒步旅行了。","go hiking 去徒步
be clear 晴朗"
,incredible,难以置信的,adj.,"The fireworks display was incredibly spectacular.
烟花表演绚丽无比，令人叹为观止。","fireworks display 烟花表演
be incredibly spectacular 极其壮观"
/ɪnˈʃʊrəns/,insurance,保险,n.,"I have to buy health insurance for my family every year.
我每年都要为家人买健康保险。","have to buy 不得不买
buy health insurance 购买健康保险
for one's family 为某人的家人"
,intelligent,聪明的,adj.,"She possesses an intelligent mind that analyzes complex situations effectively.
她拥有一个能有效分析复杂情况的聪明头脑。","possess an intelligent mind 拥有聪明的头脑
analyze complex situations 分析复杂情况"
,interrupt,打断,v.,"She was trying to watch a movie, but her phone kept interrupting her.
她试图观看一部电影，但是她的手机不断打断她。","try to 尝试
watch a movie 看电影
keep doing 不断做某事
interrupt 打断"
,introduce,介绍,v.,"The new teacher will introduce herself to the students in tomorrow's assembly.
新老师将在明天的集会上向学生介绍自己。","introduce oneself to 向某人介绍自己
in the assembly 在集会上"
/ˈdʒeləs/,jealous,嫉妒的,adj.,"She became jealous when she saw him flirting with another woman.
她看到他与另一个女人调情时开始嫉妒。","become jealous 变得嫉妒
flirt with 与……调情"
,later,后来,adv.,"I'll meet you at the park later.
我稍后在公园见你。","meet at 在……见面
at the park 在公园"
,library,图书馆,n.,"The library offers a wide selection of books and media for borrowing.
图书馆提供了丰富的书籍和多媒体资源供借阅。","offer a wide selection of 提供广泛的...选择
a wide selection of 广泛的...选择
for borrowing 供借阅"
,loneliness,孤独,n.,"The old man felt a deep sense of loneliness after his wife passed away.
老人在妻子去世后感受到了深深的孤独。","feel a sense of loneliness 感受到孤独感
pass away 去世"
,lovely,可爱的,adj.,"The garden was filled with lovely flowers.
园中充满了可爱的花朵。",be filled with 充满
,kneel,跪下,v.,"He knelt down before the king to beg for forgiveness.
他跪在国王面前乞求原谅。","kneel down 跪下
before the king 在国王面前
beg for forgiveness 求饶"
,maintenance,维护,n.,"Regular maintenance is essential for extending the lifespan of a machine.
定期维护对于延长机器的使用寿命至关重要。","be essential for 对……至关重要
extend the lifespan 延长寿命"
,married,已婚的,adj.,"She got married at the age of 25.
她25岁的时候结了婚。","get married 结婚
at the age of 在……岁时"
/mɪˈspel/,misspell,拼错,v.,"She constantly misspelled words in her essay, which made it hard to understand.
她经常在她的文章中拼错单词，这使得它难以理解。","misspell words 拼错单词
make it hard to understand 使难以理解
in one's essay 在某人的文章中"
"英/ˌmɪljəˈneə(r)/
美/ˌmɪljəˈner/",millionaire,百万富翁,n.,"He inherited a large sum of money and became a millionaire overnight.
他继承了一大笔钱，一夜之间成了百万富翁。","inherit a large sum of money 继承一大笔钱
become a millionaire 成为百万富翁"
/ˈmɪstʃɪvəs/,mischievous,淘气的,adj.,"Emily's mischievous streak often got her into trouble at school.
艾米丽的调皮行为经常让她在学校惹上麻烦。","get into trouble 陷入麻烦
at school 在学校"
,money,金钱,n.,"She needed money to buy a new house.
她需要钱来购买一套新房。",need to buy 需要购买
,necessary,必要的,adj.,"It's necessary for us to finish this project on time.
我们必须按时完成这个项目。","finish the project 完成项目
on time 按时，准时"
/əˈbiːdiənt/,obedient,顺从的,adj.,"The children were obedient to their teachers in class.
孩子们在课堂上对老师很听话。","be obedient to 服从，听从
in class 在课堂上"
/əˈkeɪʒənl/,occasional,偶尔的,adj.,"They often have occasional get-togethers with friends from out of town.
他们时不时与来自外地的朋友聚会。","have a get-together 聚会
with friends 和朋友一起
from out of town 从外地来"
,occurred,发生,v.,"The accident occurred at exactly midnight.
意外发生在午夜时分。","occur at 发生在
at midnight 在午夜"
,ordinary,普通的,adj.,"The neighborhood is very ordinary.
社区非常平常。",be ordinary 普通的
,quantity,数量,n.,"The store is currently out of stock on many essential items due to a large quantity.
由于需求量过大，店内许多必需品目前缺货。","be out of stock 缺货
due to 由于"
,quizzes,测验,n.,"The students looked forward to taking the quizzes during the study break.
学生们期待在学习休息期间参加测验。","look forward to 期待
take quizzes 做练习题
study break 学习休息时间
during the study break 在学习休息期间"
/ˌriːəˈlɪstɪk/,realistic,现实的,adj.,"The movie's special effects created a very realistic atmosphere.
电影中的特效营造出了非常逼真的氛围。","create an atmosphere 营造气氛
wait for 等待
stand in a queue 排队"
/ˈrɪəli/,really,真正地,adv.,"She's really excited about the concert tonight.
她对今晚的音乐会感到非常兴奋。",be excited about 对……感到兴奋
,receive,收到,v.,"He received a letter from his family yesterday.
他昨天收到家人的来信。",receive a letter from 收到……的来信
,recognize,认出,v.,"She had to recognize the stranger from her previous job interview.
她必须认出那个陌生人是她之前求职面试中遇到的。","have to 必须
recognize from 从……认出
job interview 工作面试"
,ridiculous,荒谬的,adj.,"He spent all his money on a ridiculous watch that looked like a giant lobster claw.
他花光了所有的钱买了一块看起来像巨型龙虾钳的荒谬手表。","spend money on 在……上花钱
look like 看起来像"
,schedule,日程表,n.,"The flight schedule has been delayed due to bad weather.
航班时间表因恶劣天气延误了。","be delayed 延误
due to 由于
bad weather 恶劣天气"
,sentence,句子,n.,"The teacher asked her students to write a sentence using descriptive words.
老师要求学生用描写性词语写一个句子。","ask sb. to do sth. 要求某人做某事
write a sentence 写一个句子
use descriptive words 使用形容词"
,similar,相似的,adj.,"The new employee's skills and qualifications are very similar to the current team's expertise.
新员工的技能和资格与当前团队的专长非常相似。",be similar to 与……相似
,sincerely,真诚地,adv.,"I appreciate your kind words sincerely.
诚挚感谢您亲切的话语。",appreciate your kind words 感谢您的好话
,surprise,惊讶,n.,"She planned a surprise party for her friend's birthday.
她为朋友的生日计划了一个惊喜派对。","plan a surprise party for 为……策划惊喜派对
for sb.'s birthday 为了某人的生日"
/səˈspɪʃəs/,suspicious,可疑的,adj.,"The new employee seemed suspicious when she kept asking about the company's financial information.
当新员工持续询问公司的财务信息时，她显得有些可疑。","seem suspicious 看起来可疑
keep asking about 持续询问关于"
,success,成功,n.,"She has been working hard to achieve her long-term success.
她一直在努力工作以实现她的长期成功。","work hard 努力工作
achieve success 取得成功"
,technical,技术的,adj.,"A team of engineers worked on the technical details of the new product.
工程师团队处理了新产品的技术细节。","work on 处理
technical details 技术细节
new product 新产品"
,temporary,暂时的,adj.,"The team's new employee will be a temporary replacement during John's leave.
团队的新员工将在约翰休假期间担任临时替代。","be a temporary replacement 成为临时替代者
during one's leave 在某人休假期间"
/ˈriːəlaɪz/ /ˈrɪəlaɪz/,realize,意识到,v.,"I finally realized that I had left my phone at home.
我终于意识到自己把手机落在家里了。","realize that 意识到
leave sth. at home 把某物留在家里
at home 在家里"
,themselves,他们自己,pron.,"They will give the award to themselves.
他们会把奖项给自己。",give to 给予
,undoubtedly,毫无疑问地,adv.,"She is undoubtedly the most talented artist in the school.
她无疑是这所学校中最有才华的艺术家。","be undoubtedly 无疑是
be the most talented 是最有天赋的
in school 在学校"
